Rank,Competitor,DOB,Nat,Pos,Venue,Date,World Athletics Event Ranking Score,Men 100,Men 100 Wind,Men 100 Score,Men LJ,Men LJ Wind,Men LJ Score,Men SP,Men SP Score,Men HJ,Men HJ Score,Men 400,Men 400 Score,Men 110h,Men 110h Wind,Men 110h Score,Men DT,Men DT Score,Men PV,Men PV Score,Men JT,Men JT Score,Men 1500,Men 1500 Score,Overall Score
7,Damian WARNER,11/4/1989,CAN,1,"Mösle-Stadium, Götzis (AUT)",5/29/2016,1207,10.15,1.1,1059,7.12,-0.2,842,14.64,768,2.00,803,47.13,952,13.72,-1.1,1011,47.79,824,4.70,819,58.72,719,04:32.8,726.63,8523
5,Michael SCHRADER,7/1/1987,GER,1,"Mösle-Stadium, Götzis (AUT)",5/31/2009,1207,10.64,0.8,942,8.05,1.9,1073,14.33,749,1.94,749,49.71,828,14.21,1.6,948,43.09,728,5.00,910,64.04,799,04:22.3,796.70,8522
8,Larbi BOURRADA,5/10/1988,ALG,5,"Estádio Olímpico, Rio de Janeiro (BRA)",8/18/2016,1207,10.75,-0.4,917,7.52,0.4,940,13.78,715,2.10,896,47.98,910,14.15,0.4,955,42.39,713,4.60,790,66.49,836,04:14.6,849.33,8521
2,Kevin MAYER,2/10/1992,FRA,2,"Letzigrund, Zürich (SUI)",8/13/2014,1207,11.1,-0.9,838,7.65,0.2,972,15.14,798,2.01,813,49.23,850,14.28,0.5,939,44.53,757,5.20,972,64.03,799,04:24.2,783.89,8521
4,Roman ŠEBRLE,11/26/1974,CZE,2,"Olympiastadion, Helsinki (FIN)",8/10/2005,1207,10.91,1.2,881,7.86,1.2,1025,16.29,869,2.06,859,48.62,879,14.71,-2.6,885,46.85,805,4.80,849,63.21,786,04:39.5,683.69,8521
6,Hans VAN ALPHEN,1/12/1982,BEL,1,"Mösle-Stadium, Götzis (AUT)",5/27/2012,1207,10.96,1,870,7.62,1.1,965,15.23,804,2.06,859,49.54,836,14.55,0.4,905,45.45,776,4.96,898,64.15,800,04:20.9,806.14,8519
8,Roman ŠEBRLE,11/26/1974,CZE,2,"Mösle-Stadium, Götzis (AUT)",5/27/2007,1207,11.1,-0.5,838,7.84,1.7,1020,15.58,825,2.09,887,49.27,849,14.52,-0.1,908,45.15,770,4.80,849,70.09,891,04:39.9,681.30,8518
3,Trey HARDEE,2/7/1984,USA,1,"Mösle-Stadium, Götzis (AUT)",6/1/2014,1207,10.5,-0.2,975,7.49,2.2,932,15.15,799,1.97,776,48.63,879,13.69,0,1015,49.09,851,5.06,929,58.20,711,04:44.7,651.18,8518
7,Tom PAPPAS,9/6/1976,USA,2,"Sacramento, CA (USA)",7/17/2004,1206,10.75,0.4,917,7.51,0.7,937,15.87,843,2.07,868,48.01,909,14.23,0,945,46.8,804,5.00,910,60.75,749,04:47.4,635.05,8517
6,Trey HARDEE,2/7/1984,USA,2,"Mösle-Stadium, Götzis (AUT)",5/31/2009,1206,10.48,0.8,980,7.74,0.8,995,13.93,724,2.00,803,48.42,889,14.11,-0.8,960,45.11,769,5.10,941,63.98,798,04:43.8,657.12,8516
7,Tomáš DVOŘÁK,5/11/1972,CZE,1,Brisbane (AUS),9/7/2001,1206,10.78,0.8,910,7.61,0.5,962,16.16,861,1.97,776,48.77,872,13.98,0.8,977,47.62,821,4.70,819,69.22,877,04:46.6,639.94,8514
3,Pascal BEHRENBRUCH,1/19/1985,GER,1,"Stadionring, Ratingen (GER)",6/16/2013,1206,10.73,5.4,922,6.94,-0.5,799,15.89,844,1.97,776,48.60,880,14.17,0.9,953,48.25,834,5.00,910,67.59,853,04:30.3,743.40,8514
3,Maicel UIBO,12/27/1992,EST,2,"Mösle-Stadium, Götzis (AUT)",5/27/2018,1206,11.04,-0.6,852,7.57,2,952,14.78,776,2.12,915,50.32,800,14.66,-2.4,891,46.58,799,5.30,1004,61.75,764,04:27.5,761.33,8514
6,Damian WARNER,11/4/1989,CAN,1,Lima (PER),8/7/2019,1206,10.32,-0.5,1018,7.74,0.5,995,15.01,790,1.97,776,47.77,920,13.68,-0.6,1016,48.82,846,4.40,731,59.48,730,04:38.3,691.48,8513
4,Damian WARNER,11/4/1989,CAN,3,"Luzhniki Stadion, Moskva (RUS)",8/11/2013,1206,10.43,-0.5,992,7.39,0.3,908,14.23,742,2.05,850,48.41,889,13.96,0.4,980,44.13,749,4.80,849,64.67,808,04:30.0,745.30,8512
8,Dmitriy KARPOV,7/23/1981,KAZ,3,Götzis (AUT),5/30/2004,1206,10.76,1.6,915,7.78,1.9,1005,15.40,814,2.06,859,47.51,933,14.01,0.3,973,52.33,919,4.50,760,55.54,671,04:42.8,663.45,8512
7,Tom PAPPAS,9/6/1976,USA,3,"Eugene, OR (USA)",6/30/2008,1206,10.9,-0.4,883,7.77,0.4,1002,17.26,929,1.96,767,49.80,824,14.17,1.9,953,49.44,859,5.20,972,59.34,728,04:54.1,594.79,8511
8,Kurt FELIX,7/4/1988,GRN,2,"Stadionring, Ratingen (GER)",6/25/2017,1205,10.91,3.3,881,7.68,-0.8,980,15.31,809,2.07,868,48.67,877,14.92,0.7,859,50.59,883,4.50,760,72.80,932,04:43.2,660.72,8509
6,Oleksandr YURKOV,7/21/1975,UKR,3,Götzis (AUT),6/2/2002,1205,10.89,0.7,885,7.81,0.1,1012,15.76,836,1.94,749,49.58,834,14.26,2.2,941,49.53,861,5.40,1035,56.14,680,04:40.6,676.77,8509
7,Eelco SINTNICOLAAS,4/7/1987,NED,2,"Mösle-Stadium, Götzis (AUT)",5/27/2012,1205,10.77,-0.7,912,7.27,-1.6,878,14.20,741,2.00,803,48.02,908,14.10,0.8,962,42.81,722,5.36,1023,63.59,792,04:27.0,765.05,8506
5,Bryan CLAY,1/3/1980,USA,1,"Carson, CA (USA)",6/24/2005,1205,10.7,-1.8,929,7.44,0.3,920,14.88,782,2.06,859,49.62,832,14.06,-1.4,967,55.87,993,5.00,910,60.02,738,04:57.1,576.98,8506
4,Ashton EATON,1/21/1988,USA,2,"DS, Daegu (KOR)",8/28/2011,1205,10.46,-0.5,985,7.46,0,925,14.44,755,2.02,822,46.99,959,13.85,-0.8,994,46.17,791,4.60,790,55.17,665,04:18.9,819.32,8505
8,Dmitriy KARPOV,7/23/1981,KAZ,1,"Mösle-Stadium, Götzis (AUT)",6/1/2008,1204,10.85,0.6,894,7.23,-0.7,869,16.49,882,2.06,859,48.64,878,14.14,1.1,957,49.98,870,5.30,1004,50.62,598,04:37.9,693.89,8504
5,Leonel SUÁREZ,9/1/1987,CUB,3,"DS, Daegu (KOR)",8/28/2011,1204,11.07,-0.2,845,7.33,,893,14.54,761,2.05,850,49.17,853,14.29,-0.7,937,46.25,793,5.00,910,69.12,876,04:24.2,783.89,8501
4,Ilya SHKURENYOV,1/11/1991,RUS,3,"Letzigrund, Zürich (SUI)",8/13/2014,1204,11.05,-0.9,850,7.50,-0.7,935,14.20,741,2.10,896,49.00,861,14.14,0.6,957,46.04,788,5.20,972,63.58,792,04:35.9,706.90,8498
9,Aleksey SYSOYEV,3/8/1985,RUS,2,"Mösle-Stadium, Götzis (AUT)",6/1/2008,1203,10.86,-0.7,892,7.01,0.5,816,15.49,820,2.03,831,49.10,857,14.64,1.3,894,54.08,956,5.10,941,64.22,802,04:38.8,688.24,8497
7,Yordani GARCÍA,11/21/1988,CUB,1,La Habana (CUB),5/30/2009,1203,10.88,0.1,888,7.36,0.2,900,16.50,882,2.10,896,48.77,872,14.07,-0.5,965,43.97,746,4.80,849,68.10,860,04:46.8,638.59,8496
7,Ilya SHKURENYOV,1/11/1991,ANA,4,"Khalifa International Stadium, Doha (QAT)",10/4/2019,1203,11.02,0.3,856,7.61,0.5,962,14.71,772,2.11,906,49.36,844,14.28,0.2,939,48.75,844,5.20,972,59.56,731,04:41.9,668.57,8494
9,Bryan CLAY,1/3/1980,USA,3,"Mösle-Stadium, Götzis (AUT)",5/27/2007,1203,10.4,-0.5,999,7.80,3.7,1010,15.30,808,2.09,887,48.41,889,13.97,-0.1,978,36.14,587,4.80,849,69.09,875,04:51.3,611.23,8493
10,Andrei KRAUCHANKA,1/4/1986,BLR,1,Debrecen (HUN),7/12/2007,1203,11.02,-0.2,856,7.71,3.5,987,13.44,694,2.14,934,47.61,928,14.22,-0.3,946,43.31,732,5.10,941,59.80,735,04:30.8,739.66,8492
2,Ashley MOLONEY,3/13/2000,AUS,1,"QSAC, Nathan, Brisbane (AUS)",12/20/2020,1203,10.36,-0.3,1008,7.67,2.3,977,13.62,705,2.11,906,45.82,1017,14.17,1.6,953,43.93,745,4.80,849,57.77,704,04:48.5,628.36,8492
9,Kai KAZMIREK,1/28/1991,GER,3,"Olympic Stadium, London (GBR)",8/12/2017,1202,10.91,-0.8,881,7.64,-0.4,970,13.78,715,2.11,906,47.19,949,14.66,1.2,891,45.06,768,5.10,941,62.45,775,04:38.1,693.00,8488
9,Steven BASTIEN,3/4/1994,USA,2,"Hayward Field, Eugene, OR (USA)",6/20/2021,1201,10.52,1.8,970,7.20,-0.3,862,14.47,757,2.08,878,47.79,919,14.24,1.9,944,42.1,707,4.95,895,61.20,756,04:22.2,797.04,8485
1,Bryan CLAY,1/3/1980,USA,1,"Mösle-Stadium, Götzis (AUT)",5/30/2010,1201,10.35,0.2,1011,7.51,0.4,937,15.38,813,2.06,859,49.66,830,14.08,0.1,964,49.85,867,4.60,790,66.19,831,04:56.4,581.31,8483
7,Bryan CLAY,1/3/1980,USA,2,"Palo Alto, CA (USA)",6/22/2003,1201,10.43,1.7,992,7.71,-1.3,987,14.01,729,2.02,822,47.85,916,14.12,1.7,959,43.51,736,4.70,819,67.77,855,04:42.2,667.07,8482
4,Arthur ABELE,7/30/1986,GER,1,"Stadionring, Ratingen (GER)",6/17/2018,1201,10.85,1,894,7.28,-0.1,881,15.93,847,1.89,705,48.40,890,14.01,0.9,973,44.77,762,4.90,880,67.61,853,04:22.2,796.97,8481
6,Attila ZSIVOCZKY-PANDEL,4/29/1977,HUN,2,"Mösle-Stadium, Götzis (AUT)",5/29/2005,1201,10.9,0.9,883,7.15,0.9,850,15.96,849,2.15,944,49.46,840,14.63,-1.4,895,47.9,827,4.90,880,62.79,780,04:31.9,732.74,8480
8,Oleksiy KASYANOV,8/26/1985,UKR,3,"Olympiastadion, Berlin (GER)",8/20/2009,1201,10.63,0.2,945,7.80,0.9,1010,15.72,834,2.05,850,47.85,916,14.44,-0.1,918,46.7,802,4.80,849,49.00,574,04:24.5,781.47,8479
10,Kai KAZMIREK,1/28/1991,GER,3,"Stadionring, Ratingen (GER)",6/25/2017,1200,10.85,3.3,894,7.50,2.3,935,14.63,767,2.07,868,47.40,938,14.62,0.7,896,45.19,771,5.20,972,60.52,746,04:38.2,691.92,8478
5,Eelco SINTNICOLAAS,4/7/1987,NED,4,"Letzigrund, Zürich (SUI)",8/13/2014,1200,10.9,-0.9,883,7.65,0,972,14.28,745,2.01,813,48.44,888,14.12,0.5,959,42.56,717,5.40,1035,59.37,728,04:30.9,738.88,8478
6,Arthur ABELE,7/30/1986,GER,5,"Letzigrund, Zürich (SUI)",8/13/2014,1200,10.9,-1.9,883,7.55,-0.2,947,15.39,814,1.98,785,48.59,881,13.55,0.5,1033,43.25,731,4.70,819,62.45,775,04:20.4,809.54,8477
11,Aleksey DROZDOV,12/3/1983,RUS,4,"Yanmar Stadium Nagai, Osaka (JPN)",9/1/2007,1200,10.97,0.2,867,7.25,-0.3,874,16.49,882,2.12,915,50.00,815,14.76,1.4,879,48.62,842,5.00,910,63.51,791,04:36.9,700.25,8475
12,Lindon VICTOR,2/28/1993,GRN,5,"Hayward Field, Eugene, OR (USA)",7/24/2022,1200,10.78,0.8,910,7.26,0.1,876,16.29,869,2.02,822,49.27,849,14.76,1.5,879,53.92,952,4.80,849,66.20,832,04:47.2,636.03,8474
8,Lindon VICTOR,2/28/1993,GRN,2,"Mösle-Stadium, Götzis (AUT)",5/26/2019,1200,10.56,1.1,961,7.43,-0.3,918,16.02,852,2.00,803,49.22,851,14.86,0.4,867,54.03,955,4.80,849,66.48,836,04:56.4,581.31,8473
11,Lindon VICTOR,2/28/1993,GRN,1,"Austin, TX (USA)",3/30/2017,1199,10.63,1.3,945,7.37,1.8,903,16.52,883,2.09,887,48.24,898,14.94,0.8,857,53,933,4.30,702,66.69,839,04:48.9,625.87,8472
7,Kai KAZMIREK,1/28/1991,GER,2,"Mösle-Stadium, Götzis (AUT)",6/1/2014,1199,10.76,0,915,7.45,0.1,922,14.20,741,2.15,944,47.04,956,14.15,1.7,955,43.59,738,4.96,898,56.31,682,04:33.8,720.48,8471
12,Zachery ZIEMEK,2/23/1993,USA,3,"Hayward Field, Eugene, OR (USA)",6/20/2021,1199,10.7,0.8,929,7.74,2.3,995,14.79,777,2.14,934,50.89,774,15.04,0.9,845,45.83,784,5.55,1083,55.72,674,04:40.7,676.46,8471
7,Kevin MAYER,2/10/1992,FRA,1,Arona (ESP),6/7/2015,1199,11.12,1.1,834,7.42,0.7,915,15.33,810,1.98,785,48.91,866,14.44,-2,918,45.83,784,5.35,1020,63.46,790,04:29.6,747.80,8469
13,Simon EHAMMER,2/7/2000,SUI,2,"Olympiastadion, München (GER)",8/16/2022,1199,10.56,0.7,961,8.31,-1,1141,14.24,743,2.08,878,47.40,938,13.75,0,1007,34.92,562,5.20,972,53.46,640,04:48.7,626.90,8468
3,Trey HARDEE,2/7/1984,USA,1,"Austin, TX (USA)",4/6/2006,1198,10.35,2.5,1011,7.70,3,985,14.45,756,1.99,794,49.11,856,13.83,3.1,997,48.24,834,5.20,972,60.00,738,05:06.7,522.09,8465
8,Lev LOBODIN,4/1/1969,RUS,4,Götzis (AUT),5/27/2001,1198,10.66,0,938,7.32,0.9,891,15.93,847,2.00,803,48.91,866,14.22,-0.2,946,48.53,840,5.20,972,54.56,656,04:36.0,706.39,8465
8,Kai KAZMIREK,1/28/1991,GER,1,"Mösle-Stadium, Götzis (AUT)",5/31/2015,1198,10.78,0.8,910,7.56,-1.3,950,13.85,719,2.09,887,47.30,943,14.52,-0.7,908,40.96,684,5.10,941,64.45,805,04:34.6,715.13,8462
9,Larbi BOURRADA,5/10/1988,ALG,5,"National Stadium, Beijing (CHN)",8/29/2015,1198,10.83,-0.2,899,7.51,0.6,937,13.73,712,2.07,868,47.60,929,14.26,-1,941,41.53,696,4.80,849,63.82,795,04:16.6,835.37,8461
9,Leonel SUÁREZ,9/1/1987,CUB,6,"Estádio Olímpico, Rio de Janeiro (BRA)",8/18/2016,1198,11.21,0.5,814,7.14,0.1,847,14.27,745,2.07,868,48.15,902,14.48,0.1,913,47.07,810,4.90,880,72.32,925,04:28.3,756.17,8460
8,Kai KAZMIREK,1/28/1991,GER,6,"Letzigrund, Zürich (SUI)",8/13/2014,1197,10.75,-1.9,917,7.68,0,980,14.01,729,2.13,925,47.34,941,14.05,0.5,968,43.37,733,4.60,790,63.17,786,04:38.7,689.19,8458
14,Ayden OWENS-DELERME,5/28/2000,PUR,1,"Hayward Field, Eugene, OR (USA)",6/9/2022,1197,10.41,-0.4,996,7.29,1.2,883,15.09,795,2.01,813,46.10,1003,13.93,-0.4,984,46.25,793,4.51,763,56.07,679,04:29.5,748.13,8457
2,Ashton EATON,1/21/1988,USA,1,"Eugene, OR (USA)",6/11/2010,1197,10.37,0.5,1006,7.90,1.1,1035,12.60,643,2.02,822,46.28,994,13.68,1.6,1016,41.71,699,4.70,819,52.41,624,04:21.9,799.48,8457
9,Aleksey SYSOYEV,3/8/1985,RUS,4,"Olympiastadion, Berlin (GER)",8/20/2009,1197,10.85,0.3,894,6.87,1,783,16.17,862,2.02,822,49.32,846,14.97,0,853,53.03,934,5.10,941,64.55,807,04:35.0,712.81,8454
3,Romain BARRAS,8/1/1980,FRA,1,"Estadio Olímpico, Barcelona (ESP)",7/29/2010,1197,11.09,-0.6,841,7.24,1.5,871,15.15,799,2.04,840,48.33,893,14.22,-0.6,946,44.51,757,5.05,926,65.77,825,04:28.4,755.44,8453
9,Pierce LEPAGE,1/22/1996,CAN,1,"Stade Pierre Paul Bernard, Talence (FRA)",6/23/2019,1197,10.31,0.7,1020,7.87,2.5,1027,14.21,741,2.07,868,48.14,902,14.40,-1.3,924,44.46,756,5.25,988,55.22,666,04:59.8,561.61,8453
10,Leonel SUÁREZ,9/1/1987,CUB,1,"Stadionring, Ratingen (GER)",6/22/2008,1196,11.14,0.3,830,7.23,1.6,869,13.78,715,2.14,934,48.30,895,14.12,2,959,42.25,710,4.80,849,69.96,889,04:21.5,801.58,8451
10,Kai KAZMIREK,1/28/1991,GER,6,"National Stadium, Beijing (CHN)",8/29/2015,1196,10.9,-0.2,883,7.40,0.2,910,14.27,745,2.10,896,46.83,967,14.39,0,925,40.08,666,5.20,972,62.55,776,04:35.6,708.70,8448
15,Lindon VICTOR,2/28/1993,GRN,2,"Mösle-Stadium, Götzis (AUT)",5/29/2022,1196,10.72,0.9,924,7.42,0,915,16.28,869,2.00,803,48.85,868,14.66,0.3,891,54.85,972,4.70,819,63.93,797,04:55.0,589.36,8447
8,Hans VAN ALPHEN,1/12/1982,BEL,4,"Olympic Stadium, London (GBR)",8/9/2012,1196,11.05,-0.7,850,7.64,1.5,970,15.48,819,2.05,850,49.18,853,14.89,1,863,48.28,835,4.80,849,61.69,763,04:22.5,795.08,8447
10,Lindon VICTOR,2/28/1993,GRN,1,"Tuscaloosa, AL (USA)",5/13/2016,1195,10.72,0.6,924,7.09,1.4,835,15.73,835,2.02,822,48.33,893,14.70,0.7,886,54.56,966,4.55,775,68.96,874,04:47.1,636.64,8446
5,Kevin MAYER,2/10/1992,FRA,4,"Luzhniki Stadion, Moskva (RUS)",8/11/2013,1195,11.23,-0.1,810,7.50,0.1,935,13.76,714,2.05,850,49.53,836,14.21,-0.2,948,45.37,774,5.20,972,66.09,830,04:25.0,777.99,8446
10,Kevin MAYER,2/10/1992,FRA,2,"Mösle-Stadium, Götzis (AUT)",5/29/2016,1195,10.92,0.3,878,7.32,-0.2,891,15.22,803,2.00,803,50.07,811,14.06,-0.6,967,48.99,849,5.00,910,65.77,825,04:35.5,709.72,8446
10,Johannes ERM,3/26/1998,EST,2,Gävle (SWE),7/14/2019,1195,10.73,1.9,922,7.97,-0.7,1053,14.66,769,2.03,831,47.41,938,14.33,0.2,932,43.24,731,4.70,819,59.60,732,04:34.0,718.80,8445
10,Pierce LEPAGE,1/22/1996,CAN,5,"Khalifa International Stadium, Doha (QAT)",10/4/2019,1195,10.36,0.8,1008,7.79,0.2,1007,13.21,680,2.05,850,47.35,941,14.19,0.8,950,41.19,689,5.20,972,57.42,699,04:45.1,649.09,8445
12,Kai KAZMIREK,1/28/1991,GER,1,"Stadionring, Ratingen (GER)",6/30/2019,1195,10.85,1.3,894,7.74,-0.2,995,14.72,772,1.99,794,46.81,968,14.14,2.2,957,44.71,761,5.10,941,56.95,692,04:41.7,670.00,8444
9,Damian WARNER,11/4/1989,CAN,5,"Olympic Stadium, London (GBR)",8/9/2012,1195,10.48,0.4,980,7.54,0.9,945,13.73,712,2.05,850,48.20,899,14.38,0.1,926,45.9,785,4.70,819,62.77,780,04:29.8,746.09,8442
6,Leonel SUÁREZ,9/1/1987,CUB,2,"Mösle-Stadium, Götzis (AUT)",5/29/2011,1194,11.06,0.6,847,7.21,-0.4,864,13.48,697,2.06,859,48.85,868,14.35,-0.9,930,44.57,758,4.86,868,75.49,973,04:25.3,776.05,8440
10,Pascal BEHRENBRUCH,1/19/1985,GER,5,"Olympiastadion, Berlin (GER)",8/20/2009,1194,10.92,0,878,7.09,1.6,835,15.77,837,2.02,822,48.72,875,14.24,0.3,944,48.06,830,4.80,849,69.72,885,04:39.4,684.26,8439
13,Harrison WILLIAMS,3/7/1996,USA,1,"CVEATC, Chula Vista, CA (USA)",4/25/2021,1194,10.64,1.8,942,7.70,1.3,985,14.34,749,1.93,740,47.46,935,14.45,3.5,917,48.86,847,5.12,947,54.69,658,04:34.0,719.06,8439
7,Erki NOOL,6/25/1970,EST,2,"Olympiastadion, München (GER)",8/8/2002,1194,10.75,1.3,917,7.49,0.6,932,14.76,775,2.00,803,47.26,945,14.63,0,895,45.05,768,5.30,1004,59.52,731,04:41.9,668.57,8438
4,Dmitriy KARPOV,7/23/1981,KAZ,1,"Stade Pierre Paul Bernard, Talence (FRA)",9/17/2006,1194,10.79,1.1,908,7.72,1.4,990,15.99,851,2.04,840,48.50,885,14.19,-0.3,950,47.72,823,4.90,880,54.44,655,04:44.0,656.13,8438
4,Eelco SINTNICOLAAS,4/7/1987,NED,2,"Estadio Olímpico, Barcelona (ESP)",7/29/2010,1194,10.71,-0.6,926,7.54,0.5,945,13.12,675,1.95,758,47.88,915,14.33,-0.6,932,42.43,714,5.45,1051,62.57,777,04:30.3,743.07,8436
14,Zachery ZIEMEK,2/23/1993,USA,6,"National Stadium, Tokyo (JPN)",8/5/2021,1194,10.55,0.2,963,7.20,-0.2,862,14.99,789,2.05,850,49.06,858,14.51,0.1,910,44.87,764,5.30,1004,60.44,744,04:38.4,691.03,8435
16,Niklas KAUL,2/11/1998,GER,6,"Hayward Field, Eugene, OR (USA)",7/24/2022,1194,11.22,-0.2,812,7.09,1.2,835,14.52,760,2.05,850,48.39,890,14.27,0.4,940,44.62,759,4.80,849,69.74,885,04:13.8,854.84,8434
11,Maurice SMITH,9/28/1980,JAM,1,Kladno (CZE),6/19/2008,1194,10.81,0.6,903,7.31,0.1,888,17.78,961,1.98,785,48.76,873,13.91,-2.2,986,52.81,929,4.75,834,50.83,601,04:41.0,674.76,8434
10,Pascal BEHRENBRUCH,1/19/1985,GER,3,"Mösle-Stadium, Götzis (AUT)",5/27/2012,1193,11.11,-0.6,836,7.09,-0.2,835,16.26,867,2.03,831,48.64,878,14.19,0.7,950,47.99,829,4.86,868,66.72,839,04:36.9,700.57,8433
8,Lev LOBODIN,4/1/1969,RUS,2,"Stadionring, Ratingen (GER)",6/16/2002,1193,10.75,0.9,917,7.35,0.5,898,16.30,870,2.04,840,49.07,858,14.08,0.6,964,47.96,828,5.00,910,54.65,658,04:38.4,690.84,8433
5,Arthur ABELE,7/30/1986,GER,1,"Olympiastadion, Berlin (GER)",8/8/2018,1193,10.86,0.3,892,7.42,0.1,915,15.64,829,1.93,740,48.01,909,13.94,0.3,982,45.42,775,4.60,790,68.10,860,04:30.8,739.60,8431
9,Tom PAPPAS,9/6/1976,USA,1,"Walnut, CA (USA)",7/28/2002,1193,10.73,0.8,922,7.30,0.6,886,15.32,809,2.15,944,49.09,857,14.23,0.7,945,48.12,831,5.01,913,60.38,744,04:56.6,580.02,8431
15,Thomas VAN DER PLAETSEN,12/24/1990,BEL,3,"Mösle-Stadium, Götzis (AUT)",5/30/2021,1193,11.21,0.5,814,7.90,1.1,1035,13.81,717,2.09,887,50.29,801,14.36,-0.3,929,46.64,801,5.40,1035,60.05,739,04:41.4,672.07,8430
16,Ilya SHKURENYOV,1/11/1991,ANA,1,"Yunost Stadium, Adler, Sochi (RUS)",9/7/2021,1193,11,-0.1,861,7.48,0.1,930,14.59,765,2.09,887,48.78,872,14.15,0,955,48.2,833,5.00,910,58.54,716,04:36.8,700.96,8429
7,Aleksandr POGORELOV,1/10/1980,RUS,3,"Mösle-Stadium, Götzis (AUT)",5/29/2005,1193,10.91,0.9,881,7.64,0.6,970,16.03,853,2.09,887,50.16,807,14.14,-1.2,957,48.44,838,5.10,941,58.23,711,04:55.9,584.06,8429
6,Michael SCHRADER,7/1/1987,GER,1,Ulm (GER),5/23/2013,1192,10.52,1.7,970,7.82,0.7,1015,14.74,774,1.90,714,49.84,822,14.02,1.6,972,45.62,780,4.80,849,62.99,783,04:29.5,748.39,8427
17,Maicel UIBO,12/27/1992,EST,7,"Hayward Field, Eugene, OR (USA)",7/24/2022,1192,11.14,-0.2,830,7.32,0.9,891,15.17,800,2.11,906,50.38,797,14.49,1.5,912,46.52,798,5.30,1004,63.54,791,04:37.6,696.11,8425
12,Jeremy TAIWO,1/15/1990,USA,2,"Hayward Field, Eugene, OR (USA)",7/3/2016,1192,10.94,1.6,874,7.55,1.1,947,14.88,782,2.21,1002,48.76,873,14.22,1,946,42.1,707,4.75,834,52.82,630,04:17.4,830.26,8425
9,Erki NOOL,6/25/1970,EST,2,Brisbane (AUS),9/7/2001,1191,10.73,0.8,922,7.35,0.2,898,14.46,757,1.94,749,47.44,936,14.82,0.8,871,42.56,717,5.40,1035,68.83,872,04:42.8,663.21,8420
11,Michael SCHRADER,7/1/1987,GER,1,"Stadionring, Ratingen (GER)",6/28/2015,1191,10.78,-0.4,910,7.81,0.6,1012,14.80,777,1.92,731,48.19,900,14.08,1.1,964,44.97,766,5.00,910,56.57,686,04:27.3,763.06,8419
12,Michael SCHRADER,7/1/1987,GER,7,"National Stadium, Beijing (CHN)",8/29/2015,1191,10.78,-0.4,910,7.71,0.1,987,14.32,748,1.95,758,47.12,952,14.19,-0.2,950,44.58,758,4.60,790,62.09,769,04:22.3,796.43,8418
10,Roman ŠEBRLE,11/26/1974,CZE,2,Talence (FRA),9/22/2002,1191,10.98,-0.8,865,7.63,1.4,967,15.05,793,2.09,887,48.68,876,14.26,0.4,941,46.53,798,4.65,804,63.83,796,04:38.5,690.52,8417
11,Leonel SUÁREZ,9/1/1987,CUB,1,La Habana (CUB),3/7/2009,1191,10.93,-0.2,876,7.29,1.4,883,13.98,727,2.11,906,48.97,863,14.38,-0.8,926,42.36,713,4.70,819,72.93,934,04:26.5,768.17,8415
13,Michael SCHRADER,7/1/1987,GER,2,"Mösle-Stadium, Götzis (AUT)",5/31/2015,1191,10.68,0.8,933,7.66,0,975,14.31,747,1.94,749,48.21,899,14.25,1.5,942,42.11,708,5.00,910,61.44,760,04:22.9,792.58,8415
17,Lindon VICTOR,2/28/1993,GRN,7,"National Stadium, Tokyo (JPN)",8/5/2021,1190,10.67,0.1,935,7.24,0.4,871,15.39,814,2.02,822,49.21,851,14.83,0.1,870,49.75,865,4.90,880,71.56,913,04:54.3,593.37,8414
5,Dmitriy KARPOV,7/23/1981,KAZ,1,"Stadionring, Ratingen (GER)",6/25/2006,1190,10.69,0.8,931,7.33,-0.6,893,15.98,850,1.97,776,47.58,930,14.12,-0.1,959,45.12,769,4.75,834,60.31,743,04:32.3,729.82,8414
9,Dean MACEY,12/12/1977,GBR,4,"Olympic Stadium, Athina (GRE)",8/24/2004,1190,10.89,2.5,885,7.47,-1.3,927,15.73,835,2.15,944,48.97,863,14.56,1.6,903,48.34,836,4.40,731,58.46,715,04:25.4,775.44,8414
18,Ilya SHKURENYOV,1/11/1991,ANA,8,"National Stadium, Tokyo (JPN)",8/5/2021,1190,10.93,0.8,876,7.59,0.2,957,14.95,787,1.99,794,48.98,862,14.43,0,920,47.02,809,5.10,941,60.95,752,04:34.6,715.06,8413
13,Zachery ZIEMEK,2/23/1993,USA,3,"Hayward Field, Eugene, OR (USA)",7/3/2016,1190,10.6,1.8,952,7.72,0.7,990,14.11,735,2.09,887,49.30,847,14.94,1,857,48.17,832,5.25,988,57.24,696,04:48.2,630.00,8413
10,Oleksandr YURKOV,7/21/1975,UKR,1,Arles (FRA),6/10/2001,1190,10.91,-0.6,881,7.68,1.1,980,14.70,771,2.02,822,49.27,849,14.65,1.3,892,47.23,813,5.25,988,60.06,739,04:41.1,673.95,8408
6,Maicel UIBO,12/27/1992,EST,1,"Athens, GA (USA)",4/7/2018,1189,11.12,1,834,7.42,-0.2,915,14.71,772,2.13,925,50.29,801,14.97,0.3,853,47.83,825,5.17,963,64.42,805,04:34.6,715.00,8407
